authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,abbrevTitle,articleType,copyright.holder,copyright.year,issn.print,journalAcronym,keywords,number,pages,publisherLocation.city,publisherLocation.country,volume,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,docSuiteTitle,group,references.normative,status.draft,status.unknown,status.withdrawn,status.latestVersion,status.stabilizedDate,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,status.withdrawnDate,isbn,status.errataExist,repo,relatedDocs,status.reaffirmDate,issn,status.errataUrl,status.supersedes,status.amends,releaseTag,status.state,status.stage,approvalDate,icsCodes,productNumber,standardId,familyId,status.withdrawnNotice,depositDate,docElement,status.supersededByr,xmlNamespace
"[""J. Arkko"",""H. Haverinen""]",RFC4187,IETF RFC 4187,Extensible Authentication Protocol Method for 3rd Generation Authentication and Key Agreement (EAP-AKA),Standard,10.17487/RFC4187,https://www.rfc-editor.org/info/rfc4187,2005-07-01,IETF,undefined,false,undefined,"This document specifies an Extensible Authentication Protocol (EAP) mechanism for authentication and session key distribution that uses the Authentication and Key Agreement (AKA) mechanism. AKA is used in the 3rd generation mobile networks Universal Mobile Telecommunications System (UMTS) and CDMA2000. AKA is based on symmetric keys, and typically runs in a Subscriber Identity Module, which is a UMTS Subscriber Identity Module, USIM, or a (Removable) User Identity Module, (R)UIM, similar to a smart card.
 EAP-AKA includes optional identity privacy support, optional result indications, and an optional fast re-authentication procedure. This memo provides information for the Internet community.",null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC5448""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4234,IETF RFC 4234,Augmented BNF for Syntax Specifications: ABNF,Standard,undefined,https://www.rfc-editor.org/info/rfc4234,2005-10-01,IETF,https://datatracker.ietf.org/doc/html/rfc4234,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC5234""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Michael Dolan""]",RFC4246,IETF RFC 4246,International Standard Audiovisual Number (ISAN) URN Definition,Informational,10.17487/RFC4246,https://doi.org/10.17487/RFC4246,2006-02-01,IETF,https://www.rfc-editor.org/info/rfc4246,true,undefined,The International Standard Audiovisual Number (ISAN) is a standard numbering system for the unique and international identification of audiovisual works. This document is the definition of the formal Uniform Resource Name (URN) Namespace Identifier (NID) for ISAN. This memo provides information for the Internet community.,null,undefined,undefined,undefined,null,null,undefined,undefined,"[""Numbering System"",""International Identification"",""Audiovisual"",""Uniform Resource Identifier""]",undefined,6,null,null,undefined,undefined,undefined,false,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,true,undefined,Informational,undefined,undefined,undefined,4246,undefined,undefined,undefined,false,undefined,undefined,undefined,2070-1721,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4288,IETF RFC 4288,Media Type Specifications and Registration Procedures,Best Practice,undefined,https://www.rfc-editor.org/info/rfc4288,2005-12-01,IETF,https://datatracker.ietf.org/doc/html/rfc4288,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC6838""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4301,IETF RFC 4301,Security Architecture for the Internet Protocol,Standard,undefined,https://www.rfc-editor.org/info/rfc4301,2005-12-01,IETF,https://datatracker.ietf.org/doc/html/rfc4301,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,true,"[""RFC6040"",""RFC7619""]",undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4346,IETF RFC 4346,The Transport Layer Security (TLS) Protocol Version 1.1,Standard,undefined,https://www.rfc-editor.org/info/rfc4346,2006-04-01,IETF,https://datatracker.ietf.org/doc/html/rfc4346,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC5246""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4452,IETF RFC 4452,The 'info' URI Scheme for Information Assets with Identifiers in Public Namespaces,Informational,undefined,https://www.rfc-editor.org/info/rfc4452,2006-04-01,IETF,undefined,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4510,IETF RFC 4510,Lightweight Directory Access Protocol (LDAP): Technical Specification Road Map,Standard,undefined,https://www.rfc-editor.org/info/rfc4510,2006-06-01,IETF,https://datatracker.ietf.org/doc/html/rfc4510,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4514,IETF RFC 4514,Lightweight Directory Access Protocol (LDAP): String Representation of Distinguished Names,Standard,undefined,https://www.rfc-editor.org/info/rfc4514,2006-06-01,IETF,https://datatracker.ietf.org/doc/html/rfc4514,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4539,IETF RFC 4539,Media Type Registration for the Society of Motion Picture and Television Engineers (SMPTE) Material Exchange Format (MXF),Informational,undefined,https://www.rfc-editor.org/info/rfc4539,2006-05-01,IETF,https://datatracker.ietf.org/doc/html/rfc4539,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4634,IETF RFC 4634,US Secure Hash Algorithms (SHA and HMAC-SHA),Informational,undefined,https://www.rfc-editor.org/info/rfc4634,2007-06-01,IETF,https://datatracker.ietf.org/doc/html/rfc4634,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC6234""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4646,IETF RFC 4646,Tags for Identifying Languages,Best Practice,undefined,https://www.rfc-editor.org/info/rfc4646,2006-12-01,IETF,https://datatracker.ietf.org/doc/html/rfc4646,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC5646""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4647,IETF RFC 4647,Matching of Language Tags,Best Practice,undefined,https://www.rfc-editor.org/info/rfc4647,2006-09-01,IETF,https://datatracker.ietf.org/doc/html/rfc4647,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4918,IETF RFC 4918, HTTP Extensions for Web Distributed Authoring and Versioning (WebDAV),Standard,undefined,https://www.rfc-editor.org/info/rfc4918,2007-06-01,IETF,undefined,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC5689""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC5119,IETF RFC 5119,A Uniform Resource Name (URN) Namespace for the Society of Motion Picture and Television Engineers (SMPTE},Standard,undefined,https://www.rfc-editor.org/info/rfc5119,2008-02-01,IETF,https://datatracker.ietf.org/doc/html/rfc5119,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC5147,IETF RFC 5147,URI Fragment Identifiers for the text/plain Media Type,Standard,undefined,https://www.rfc-editor.org/info/rfc5147,2008-04-01,IETF,https://datatracker.ietf.org/doc/html/rfc5147,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC5234,"IETF RFC 5234 (2008, January)",Augmented BNF for Syntax Specifications: ABNF,Standard,undefined,https://www.rfc-editor.org/info/rfc5234,2008-01-01,IETF,https://datatracker.ietf.org/doc/html/rfc5234,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,true,"[""RFC7405""]",undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC5246,IETF RFC 5246,The Transport Layer Security (TLS) Protocol Version 1.2,Standard,undefined,https://www.rfc-editor.org/info/rfc5246,2008-08-01,IETF,https://datatracker.ietf.org/doc/html/rfc5246,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC8446""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
