authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,referencedBy,docDependancy,currentStatus,details,abstract,abbrevTitle,articleType,copyright.holder,copyright.year,issn.print,number,pages,publisherLocation.city,volume,docTypeAbr,references.bibliographic,references.normative,referencesResolved.bibliographic,referencesResolved.normative,referenceTree,contentType,journalAcronym,keywords,publisherLocation.country,revisionOf,status.stabilized,status.latestVersion,msiLatestAny,msiLatestBase,isLatestAny,docBase,docBaseLabel,isLatestBase,__isNewestInBase,docVersion,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,docSuiteTitle,group,status.draft,status.unknown,status.withdrawn,status.stabilizedDate,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,status.withdrawnDate,isbn,status.errataExist,repo,relatedDocs,status.reaffirmDate,issn,status.errataUrl,status.supersedes,status.amends,releaseTag,status.state,status.stage,approvalDate,icsCodes,productNumber,standardId,familyId,status.withdrawnNotice,depositDate,currentWork,docElement,status.supersededByr,xmlNamespace
"[""R. Kingslake""]",10.5594-J00027,"Journal of the Society of Motion Picture Engineers ( Volume: 34, Issue: 1, January 1940)",Lenses for Amateur Motion Picture Equipment (16- and 8-mm),Journal Article,10.5594/J00027,https://doi.org/10.5594/J00027,1940-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,"In all motion picture photography and projection, lenses of high relative aperture must be used. However, on account of the small size of the amateur frame, the focal length is short, and the linear aperture of the lens is therefore small, resulting in considerable depth of field. Thus in cine work, great lens speed is not automatically associated with small depth, as is the case in ordinary photography. Moreover, as the entire motion picture frame must be seen by the eye at a glance, the angular field covered must be much smaller than in still pictures which may be examined critically and deliberately. This fact is of the greatest assistance to the lens designer because high aperture and field are inevitably somewhat incompatible, and types of lens construction which favor aperture generally cover a relatively small field. Perspective considerations usually require a projection lens covering only about half the angular field covered by the taking lens, which fact enables projection lenses of very high relative aperture to be made. Some of the types of construction commonly used in amateur cine lenses are described.",J SMPE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1940,0097-5834,1,76–87,"White Plains, NY",34,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0097-5834""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,10.5594-J00028,"Journal of the Society of Motion Picture Engineers ( Volume: 34, Issue: 1, January 1940)",Report of the Standards Committee,Journal Article,10.5594/J00028,https://doi.org/10.5594/J00028,1940-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,"Proposals have been received from the ISA Secretariat for International Standardization of raw-film cores; 16-mm sound-film; projection reels; projection reel boxes; 8-mm film dimensions; and definition and marking of safety film. Most of these proposals differ from the SMPE standards only in tolerance. Some of the tolerances appear to be unimportant and some important. The European practice for projection reels differs so widely from the American practice that it is deemed impossible to come to an international agreement. Standardization of 16-mm projection reel boxes appears to be outside the range of useful standardization. The international standard definition of safety film has been cleared up in all points except the question of nitrogen content. The question of sound-track dimensions for 35-mm and 16-mm film was clarified, to a considerable extent, at the Hollywood meeting of the Committee but no definite conclusions have yet been reached. No satisfactory standard for 16-mm sound-film sprockets has yet been attained.",J SMPE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1940,0097-5834,1,88–93,"White Plains, NY",34,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0097-5834""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,10.5594-J00029,"Journal of the Society of Motion Picture Engineers ( Volume: 34, Issue: 1, January 1940)",Report of the Studio Lighting Committee,Journal Article,10.5594/J00029,https://doi.org/10.5594/J00029,1940-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,An indication is given of the quantity of illumination used on interior motion picture sets together with the technic of “key-lighting.” Key-lighting levels in common use are stated and some of the variables in light balance are mentioned.,J SMPE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1940,0097-5834,1,94–97,"White Plains, NY",34,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0097-5834""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Loren L. Ryder""]",10.5594-J00030,"Journal of the Society of Motion Picture Engineers ( Volume: 34, Issue: 1, January 1940)",The Importance of Coöperation between Story Construction and Sound to Achieve a New Personality in Pictures,Journal Article,10.5594/J00030,https://doi.org/10.5594/J00030,1940-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,"Working toward closer coördination between the creative and technical groups in the making of motion pictures the author points out the objective and factors essential to good motion picture entertainment. Subsequently to the analysis of the general problem, examples are given illustrating the types of problems where technical knowledge can assist in obtaining a better dramatic result.",J SMPE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1940,0097-5834,1,98–102,"White Plains, NY",34,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0097-5834""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""A. L. Holcomb""]",10.5594-J00031,"Journal of the Society of Motion Picture Engineers ( Volume: 34, Issue: 1, January 1940)",New Motion Picture Apparatus,Journal Article,10.5594/J00031,https://doi.org/10.5594/J00031,1940-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,"During the Conventions of the Society, symposiums on new motion picture apparatus are held, in which various manufacturers of equipment describe and demonstrate their new products and developments. Some of this equipment is described in the following pages; the remainder will be published in subsequent issues of the Journal.",J SMPE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1940,0097-5834,1,103–113,"White Plains, NY",34,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0097-5834""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,10.5594-J00032,"Journal of the Society of Motion Picture Engineers ( Volume: 34, Issue: 1, January 1940)",Current Literature of Interest to the Motion Picture Engineer,Journal Article,10.5594/J00032,https://doi.org/10.5594/J00032,1940-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,undefined,J SMPE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1940,0097-5834,1,114–115,"White Plains, NY",34,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0097-5834""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""C. A. Lovell""]",10.5594-J00033,"Journal of the Society of Motion Picture Engineers ( Volume: 34, Issue: 1, January 1940)",Book Review,Journal Article,10.5594/J00033,https://doi.org/10.5594/J00033,1940-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,undefined,J SMPE,book-review,"Society of Motion Picture and Television Engineers, Inc.",1940,0097-5834,1,116–116,"White Plains, NY",34,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0097-5834""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,10.5594-J00034,"Journal of the Society of Motion Picture Engineers ( Volume: 34, Issue: 1, January 1940)",1940 Spring Convention Society of Motion Picture Engineers,Journal Article,10.5594/J00034,https://doi.org/10.5594/J00034,1940-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,undefined,J SMPE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1940,0097-5834,1,117–119,"White Plains, NY",34,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0097-5834""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,10.5594-J00035,"Journal of the Society of Motion Picture Engineers ( Volume: 34, Issue: 1, January 1940)",Society Announcements,Journal Article,10.5594/J00035,https://doi.org/10.5594/J00035,1940-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,undefined,J SMPE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1940,0097-5834,1,120–122,"White Plains, NY",34,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0097-5834""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,10.5594-J00036,"Journal of the SMPTE ( Volume: 69, Issue: 1, January 1960)",The National Space Program,Journal Article,10.5594/J00036,https://doi.org/10.5594/J00036,1960-01-01,SMPTE,undefined,true,undefined,false,Active,undefined,"It has been the custom of the Society for a number of years to invite a distinguished guest to the Fall Convention to address the Convention on Awards Night on some phase of engineering, not necessarily directly concerned with motion pictures or television, but of great general interest. In view of the rapid expansion of photographic instrumentation in space technology it seemed particularly apropos that Edgar M. Cortright, Chief of Advanced Technology Programs of the National Aeronautics Space Administration, be invited to address the 1959 Fall Convention. Mr. Cortright's talk on the National Space Program proved of such wide interest and the developments he described are so important that it has been decided to publish the major part of his address in order that it may be read by those who could not hear him and also for documentation for future reference.—Glenn E. Matthews, Editorial Vice-President.",J SMPTE,research-article,"Society of Motion Picture and Television Engineers, Inc.",1960,0361-4573,1,1–8,"White Plains, NY",69,,null,null,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"{""print"":""0361-4573""}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
